Gene,XGB_Rank,AE_Rank,Combined_Score
TYROBP,1.0,0.5514084,0.7757042
CST3,0.51883453,0.5716612,0.54524785
FCAR,0.0,1.0,0.5
FCGR3A,0.0,0.95791745,0.47895873
CD93,0.0,0.9213977,0.46069884
IL8,0.0,0.87186,0.43593
RXRA,0.0,0.8456601,0.42283005
PRKCD,0.0,0.84224343,0.42112172
TMEM205,0.0,0.8417414,0.4208707
HBEGF,0.0,0.8393809,0.41969046
KCNE1,0.0,0.8367553,0.41837764
NRGN,0.0,0.8279487,0.41397434
RGS18,0.0,0.8236321,0.41181606
RAB34,0.0,0.8212827,0.41064134
FCGR3B,0.0,0.8139582,0.4069791
OSCAR,0.0,0.812773,0.4063865
SLC22A18AS,0.0,0.8124915,0.40624574
CHN2,0.0,0.8090959,0.40454796
ABI3,0.0,0.8049767,0.40248835
UBE2L6,0.0,0.8000495,0.40002474
S100A8,0.01565067,0.78321046,0.39943057
APOBEC3B,0.0,0.79780287,0.39890143
SGK1,0.0,0.7953272,0.3976636
FCGR2A,0.0,0.7915269,0.39576346
IL1B,0.0,0.79062796,0.39531398
IGFBP7,0.0,0.7881375,0.39406875
RP11-10K16.1,0.0,0.7873692,0.3936846
CAPZB,0.0,0.7838426,0.3919213
RP3-337O18.9,0.0,0.7823284,0.3911642
SAT2,0.0,0.78133005,0.39066502
ASGR1,0.0,0.7811282,0.3905641
IFIT2,0.0,0.7793758,0.3896879
FCGR1A,0.0,0.77689284,0.38844642
PPIF,0.0,0.77288944,0.38644472
NFIC,0.0,0.7705787,0.38528934
DIO1,0.0,0.76941705,0.38470852
GSN,0.0,0.76719207,0.38359603
CTD-2267D19.2,0.0,0.7661532,0.3830766
HLA-DPA1,0.0,0.7652399,0.38261995
PLA2G7,0.0,0.7649682,0.3824841
CTD-2006K23.1,0.0,0.7628165,0.38140824
PTAFR,0.0,0.76213306,0.38106653
ZNF467,0.0,0.76045674,0.38022837
SMARCD3,0.0,0.7564533,0.37822664
PLD4,0.0,0.7546705,0.37733525
HLA-DMB,0.0,0.75108624,0.37554312
CD163,0.0,0.7487988,0.3743994
JUND,0.0,0.7441134,0.3720567
GNS,0.0,0.7400176,0.3700088
S100A12,0.0,0.73785245,0.36892623
TNFSF13B,0.0,0.73752415,0.36876208
FTL,0.13186531,0.6054222,0.36864376
RSPH9,0.0,0.7369714,0.3684857
BLVRA,0.0,0.727544,0.363772
PRKACA,0.0,0.7268166,0.3634083
TNFAIP2,0.0,0.7262606,0.3631303
HOMER2,0.0,0.7226629,0.36133146
HLA-DQA1,0.0,0.72152513,0.36076257
FOLR3,0.0,0.7187917,0.35939586
KCNAB1,0.0,0.7184016,0.3592008
TMEM91,0.0,0.7183275,0.35916376
LGALS2,0.0,0.71797127,0.35898563
SNCA,0.0,0.71486056,0.35743028
CXCL2,0.0,0.71474445,0.35737222
HP,0.0,0.71227247,0.35613623
C20orf27,0.0,0.7121899,0.35609496
MVB12A,0.0,0.7115516,0.3557758
FGL2,0.0,0.7086331,0.35431656
RP11-304M2.5,0.0,0.70810694,0.35405347
INTS2,0.0,0.70788914,0.35394457
SLC4A8,0.0,0.70687294,0.35343647
GSTZ1,0.0,0.70631903,0.35315952
RETN,0.0,0.705984,0.352992
G0S2,0.0,0.70595586,0.35297793
SRA1,0.0,0.70532256,0.35266128
FRAT1,0.0,0.7048261,0.35241306
VPS25,0.0,0.70461,0.352305
CLEC1B,0.0,0.703426,0.351713
GFI1B,0.0,0.6994914,0.3497457
C1QA,0.0,0.6990725,0.34953624
MLTK,0.0,0.6989293,0.34946465
CCL3,0.0,0.698033,0.3490165
AP003733.1,0.0,0.6978275,0.34891376
AC147651.3,0.0,0.69726753,0.34863377
S100A9,0.012697559,0.68411505,0.3484063
NAPRT1,0.0,0.69659024,0.34829512
FAM209A,0.0,0.6954621,0.34773105
GTPBP2,0.0,0.69326514,0.34663257
MOGAT1,0.0,0.69260085,0.34630042
C5AR1,0.0,0.69251025,0.34625512
MBOAT7,0.0,0.6919293,0.34596464
DYNLT1,0.0,0.69156706,0.34578353
CCL2,0.0,0.69144464,0.34572232
NCKAP1L,0.0,0.69127214,0.34563607
AIM2,0.0,0.69107944,0.34553972
GPR35,0.0,0.6900378,0.3450189
HLA-DMA,0.0,0.6883512,0.3441756
TPM1,0.0,0.68747866,0.34373933
PICALM,0.0,0.6868072,0.3434036
IFI35,0.0,0.68648803,0.34324402
FAM127A,0.0,0.68641245,0.34320623
LINC01122,0.0,0.68624735,0.34312367
CTD-2283N19.1,0.0,0.6851681,0.34258404
ARHGAP31-AS1,0.0,0.6847792,0.3423896
HLA-DQB1,0.0,0.68367255,0.34183627
FPR1,0.0,0.68191296,0.34095648
SMPDL3A,0.0,0.6817477,0.34087384
BTK,0.0,0.68055594,0.34027797
MARCKSL1,0.0,0.67905444,0.33952722
ATP8B3,0.0,0.6790283,0.33951414
DPY19L4,0.0,0.67850375,0.33925188
PDIA3,0.0,0.6780293,0.33901465
HLA-DPB1,0.0,0.6777265,0.33886325
VIPR1,0.0,0.6775052,0.3387526
LINC00936,0.0,0.67732435,0.33866218
MYADM,0.0,0.67687106,0.33843553
STK11IP,0.0,0.67597955,0.33798978
REPS2,0.0,0.67555827,0.33777913
RP11-102N12.3,0.0,0.6747976,0.3373988
LYPD2,0.0,0.6733939,0.33669695
SHPK-1,0.0,0.673235,0.3366175
CTNNBIP1,0.0,0.67283237,0.33641618
GMPR,0.0,0.6698658,0.3349329
FZD2,0.0,0.66936237,0.33468118
TRAPPC3L,0.0,0.66921943,0.33460972
RAB7A,0.0,0.6678395,0.33391976
FOSL2,0.0,0.66775465,0.33387733
CYP27A1,0.0,0.66682816,0.33341408
SEPT4,0.0,0.6663847,0.33319235
PARVB,0.0,0.666319,0.3331595
MYO9B,0.0,0.6660639,0.33303195
GRB2,0.0,0.6656407,0.33282036
EGFL7,0.0,0.6620845,0.33104226
PTGES2,0.0,0.6619556,0.3309778
RELT,0.0,0.6618482,0.3309241
TCEA2,0.0,0.6611774,0.3305887
ZSWIM6,0.0,0.6611362,0.3305681
FAM96B,0.0,0.6600011,0.33000055
PSMC4,0.0,0.659179,0.3295895
UBE2E2-AS1,0.0,0.6590415,0.32952076
CCDC153,0.0,0.65893835,0.32946917
COLGALT1,0.0,0.6565547,0.32827735
CCP110,0.0,0.6560682,0.3280341
AC137932.6,0.0,0.655807,0.3279035
FCGRT,0.0,0.65571,0.327855
EIF2AK4,0.0,0.6552684,0.3276342
CTD-2184C24.2,0.0,0.6549809,0.32749045
GBGT1,0.0,0.6544792,0.3272396
KIF3C,0.0,0.6540361,0.32701805
STX11,0.0,0.6539293,0.32696465
EIF5,0.0,0.6534003,0.32670015
FAM32A,0.0,0.6529946,0.3264973
FTH1,0.017789418,0.6341389,0.32596415
RP11-1055B8.7,0.0,0.6516598,0.3258299
UBE2K,0.0,0.65112776,0.32556388
C1QB,0.0,0.65093374,0.32546687
UQCRC1,0.0,0.65083987,0.32541993
LAMP3,0.0,0.6502966,0.3251483
HDAC9,0.0,0.6501634,0.3250817
HDAC2,0.0,0.6498552,0.3249276
JAZF1,0.0,0.6491683,0.32458416
MPP1,0.0,0.64902943,0.32451472
H2AFY,0.0,0.6489686,0.3244843
NCOR2,0.0,0.6488406,0.3244203
SNX17,0.0,0.648172,0.324086
RP11-122G18.5,0.0,0.6479995,0.32399976
NDUFA2,0.0,0.64748347,0.32374173
CES4A,0.0,0.6469413,0.32347065
DRAM2,0.0,0.6466933,0.32334664
TDRP,0.0,0.6457943,0.32289714
GPX1,0.0,0.64569,0.322845
STK32C,0.0,0.64557064,0.32278532
TXNDC17,0.0,0.64416313,0.32208157
SMARCC2,0.0,0.6435417,0.32177085
TMTC2,0.0,0.64353955,0.32176977
ALDH2,0.0,0.6433414,0.3216707
BCL2A1,0.0,0.64273876,0.32136938
DNAJC15,0.0,0.6424797,0.32123986
ADAP2,0.0,0.64236844,0.32118422
SCP2,0.0,0.64231926,0.32115963
ARF6,0.0,0.6422638,0.3211319
PSMA7,0.0,0.64181995,0.32090998
ETHE1,0.0,0.64124215,0.32062107
CXCL10,0.0,0.6411538,0.3205769
ZNF106,0.0,0.64105916,0.32052958
NDUFA12,0.0,0.64100075,0.32050037
RP1-111C20.4,0.0,0.6407382,0.3203691
DICER1,0.0,0.64052033,0.32026017
MTIF3,0.0,0.63976794,0.31988397
METTL8,0.0,0.6396173,0.31980866
MIS18BP1,0.0,0.6392998,0.3196499
HAVCR2,0.0,0.639235,0.3196175
SPRTN,0.0,0.63805276,0.31902638
CD79B,0.0,0.6376799,0.31883994
BHLHE40-AS1,0.0,0.6374674,0.3187337
CHIC2,0.0,0.6374249,0.31871244
OAS1,0.0,0.6373133,0.31865665
LST1,0.010869061,0.6261101,0.31848958
LSM6,0.0,0.63693905,0.31846952
BACH1,0.0,0.63645875,0.31822938
CISD1,0.0,0.63556296,0.31778148
AC074138.3,0.0,0.6348545,0.31742725
BLOC1S1,0.0,0.6348201,0.31741005
PDIA2,0.0,0.6346241,0.31731206
TNFRSF9,0.0,0.6345359,0.31726795
NONO,0.0,0.63446325,0.31723163
CNPY3,0.0,0.633737,0.3168685
MEG3,0.0,0.6335925,0.31679624
LYZ,0.0055724243,0.6279904,0.31678143
PQBP1,0.0,0.633219,0.3166095
SHPK,0.0,0.63317275,0.31658638
ZNF433,0.0,0.6329396,0.3164698
NKIRAS2,0.0,0.6328818,0.3164409
PHACTR1,0.0,0.63271564,0.31635782
ATP5D,0.0,0.6326761,0.31633806
MDP1,0.0,0.63244104,0.31622052
SCGB1C1,0.0,0.632396,0.316198
HLA-DRB1,0.0,0.6320284,0.3160142
MS4A6A,0.0,0.6319755,0.31598774
C10orf32,0.0,0.6317484,0.3158742
SERPINB1,0.0,0.6315074,0.3157537
NOP58,0.0,0.63130933,0.31565467
KLF11,0.0,0.6302169,0.31510845
TNNI2,0.0,0.62995213,0.31497607
AHSA1,0.0,0.62992555,0.31496277
CRTAP,0.0,0.62972057,0.31486028
MPV17,0.0,0.6296885,0.31484425
DAGLB,0.0,0.62964094,0.31482047
TRIM16L,0.0,0.62922585,0.31461293
CCDC115,0.0,0.629126,0.314563
ACPP,0.0,0.628942,0.314471
FAM71A,0.0,0.62892604,0.31446302
CDV3,0.0,0.6281738,0.3140869
AGO4,0.0,0.62810844,0.31405422
KARS,0.0,0.62783134,0.31391567
RP4-781K5.2,0.0,0.6274741,0.31373706
NCF2,0.0,0.625808,0.312904
CSRNP1,0.0,0.6257437,0.31287184
SLC19A1,0.0,0.62446797,0.31223398
MFSD1,0.0,0.62443084,0.31221542
DNASE1L3,0.0,0.62364924,0.31182462
GYG1,0.0,0.6233798,0.3116899
FANCI,0.0,0.6227131,0.31135654
EPHB4,0.0,0.622621,0.3113105
S100A6,0.0001742652,0.622385,0.31127965
VDAC3,0.0,0.6224614,0.3112307
TNFSF10,0.0,0.62191,0.310955
XPNPEP1,0.0,0.62136304,0.31068152
ATP6V1C1,0.0,0.62133276,0.31066638
F11R,0.0,0.6206249,0.31031245
PRKCB,0.0,0.6203464,0.3101732
HDAC5,0.0,0.6202598,0.3101299
C9orf142,0.0,0.6196549,0.30982745
HVCN1,0.0,0.6196158,0.3098079
PRR5,0.0,0.6195819,0.30979094
HDGF,0.0,0.6195287,0.30976436
RP1-20N2.6,0.0,0.61951214,0.30975607
ANAPC13,0.0,0.61932063,0.30966032
PLBD1,0.0,0.6191292,0.3095646
FCER1G,0.013929402,0.6049309,0.30943015
TNFRSF1B,0.0,0.6183417,0.30917084
CTD-3214H19.4,0.0,0.6174984,0.3087492
LGALSL,0.0,0.6159827,0.30799136
GOLGB1,0.0,0.6158752,0.3079376
ICAM2,0.0,0.6156423,0.30782115
GNG11,0.0,0.61537594,0.30768797
PARL,0.0,0.6149471,0.30747354
RASGRP4,0.0,0.61479247,0.30739623
PLAGL2,0.0,0.614652,0.307326
APOBEC3G,0.0,0.6145416,0.3072708
ATG16L1,0.0,0.6140218,0.3070109
RP11-701P16.5,0.0,0.61371726,0.30685863
COTL1,0.0,0.6135593,0.30677965
SRGN,0.0,0.61325663,0.30662832
FCN1,0.0,0.6128409,0.30642045
VAMP8,0.0,0.6127208,0.3063604
B2M,0.0,0.61262566,0.30631283
CXCR1,0.0,0.61233103,0.30616552
PYCARD,0.0,0.61226034,0.30613017
CTTN,0.0,0.6122059,0.30610296
RP11-532F6.3,0.0,0.61181986,0.30590993
TMEM62,0.0,0.61145246,0.30572623
SNRNP27,0.0,0.6114074,0.3057037
F13A1,0.0,0.6108089,0.30540445
TMEM40,0.0,0.61028874,0.30514437
RP11-804A23.4,0.0,0.61023736,0.30511868
C14orf166,0.0,0.61017406,0.30508703
SLC6A6,0.0,0.6087343,0.30436715
FMO4,0.0,0.6082254,0.3041127
TMEM102,0.0,0.6081241,0.30406204
IDH1,0.0,0.6074956,0.3037478
MBNL1-AS1,0.0,0.6074247,0.30371234
DENND5A,0.0,0.6067087,0.30335435
ISG20L2,0.0,0.6060305,0.30301526
RP11-977G19.12,0.0,0.60582525,0.30291262
ESAM,0.0,0.60556674,0.30278337
UBXN4,0.0,0.60530955,0.30265477
S100P,0.0,0.6051788,0.3025894
ARHGAP24,0.0,0.6050487,0.30252436
GALK1,0.0,0.604881,0.3024405
GOSR2,0.0,0.60471094,0.30235547
RPL13,0.0,0.6045853,0.30229264
CTD-2368P22.1,0.0,0.6045045,0.30225226
PPP2R3C,0.0,0.60426486,0.30213243
ZNF425,0.0,0.60403466,0.30201733
TREX1,0.0,0.6035101,0.30175504
NDUFS1,0.0,0.6029736,0.3014868
PCMT1,0.0,0.6025942,0.3012971
LNP1,0.0,0.60215235,0.30107617
LRRK2,0.0,0.60199225,0.30099612
ATXN1L,0.0,0.6018995,0.30094975
CDC37,0.0,0.6016808,0.3008404
ARSD,0.0,0.60160005,0.30080003
UBE2D1,0.0,0.60157394,0.30078697
LYSMD4,0.0,0.6015163,0.30075815
DLST,0.0,0.6014355,0.30071774
TPD52L2,0.0,0.6009308,0.3004654
RP11-203B7.2,0.0,0.6008888,0.3004444
VAMP5,0.0,0.6007911,0.30039555
GAS2L1,0.0,0.6007255,0.30036274
HNRNPM,0.0,0.60066915,0.30033457
PRDX3,0.0,0.5992082,0.2996041
ABHD5,0.0,0.599202,0.299601
ARL6IP5,0.0,0.5991815,0.29959074
AK4,0.0,0.5990985,0.29954925
SIK1,0.0,0.5987891,0.29939455
TRPM4,0.0,0.5987604,0.2993802
EWSR1,0.0,0.5983979,0.29919896
CAPZA2,0.0,0.5979109,0.29895544
TMEM14C,0.0,0.5972554,0.2986277
LAMTOR5,0.0,0.59707165,0.29853582
C9orf69,0.0,0.5970115,0.29850575
ZNF436,0.0,0.5967411,0.29837054
SLAMF9,0.0,0.59647274,0.29823637
ZNF594,0.0,0.59619665,0.29809833
QSOX1,0.0,0.5961254,0.2980627
SIGLEC14,0.0,0.5959261,0.29796305
CAT,0.0,0.5948068,0.2974034
HMGCL,0.0,0.5946998,0.2973499
KCNN3,0.0,0.59445244,0.29722622
PKN2,0.0,0.5944423,0.29722115
SAMD1,0.0,0.5942656,0.2971328
ATP6V1F,0.0,0.5939096,0.2969548
CHMP4A,0.0,0.5937998,0.2968999
MALAT1,0.0,0.59376585,0.29688293
TAF10,0.0,0.5933681,0.29668406
ICOSLG,0.0,0.5928088,0.2964044
MTCH2,0.0,0.5927635,0.29638174
PDZD11,0.0,0.59273636,0.29636818
NPC2,0.0,0.59268844,0.29634422
MANBA,0.0,0.5925136,0.2962568
IGLL5,0.0,0.59248126,0.29624063
hsa-mir-1199,0.0,0.5923171,0.29615855
RARA,0.0,0.5922898,0.2961449
CCDC62,0.0,0.59202325,0.29601163
TCP1,0.0,0.59126395,0.29563197
TMEM208,0.0,0.59120166,0.29560083
EXOC6,0.0,0.5909239,0.29546195
PBRM1,0.0,0.5904292,0.2952146
EAPP,0.0,0.5902367,0.29511836
PPP2R1B,0.0,0.5901892,0.2950946
CLPX,0.0,0.58982724,0.29491362
CLIP2,0.0,0.5897813,0.29489064
LGALS1,0.010241066,0.57945174,0.29484642
LBX2,0.0,0.5896202,0.2948101
AC005082.12,0.0,0.5890114,0.2945057
TMEM199,0.0,0.58889943,0.29444972
ARPC4,0.0,0.5887391,0.29436955
CXCL3,0.0,0.5887388,0.2943694
ITPA,0.0,0.5886088,0.2943044
MIR4523,0.0,0.5885346,0.2942673
RP11-145M9.4,0.0,0.58825165,0.29412583
HIST1H2AC,0.0,0.5881963,0.29409814
AC007879.7,0.0,0.58804834,0.29402417
SLC39A1,0.0,0.5877441,0.29387206
HEMK1,0.0,0.58773476,0.29386738
RNASE3,0.0,0.5875462,0.2937731
SUOX,0.0,0.58731425,0.29365712
ZNF593,0.0,0.58693045,0.29346523
TREML1,0.0,0.5862819,0.29314095
CTA-331P3.1,0.0,0.5862374,0.2931187
RNF25,0.0,0.58623123,0.29311562
ARRB2,0.0,0.58598244,0.29299122
PCNA,0.0,0.585957,0.2929785
CPNE5,0.0,0.58587426,0.29293713
TMEM104,0.0,0.58531,0.292655
INIP,0.0,0.58522415,0.29261208
RP11-219B4.7,0.0,0.58493125,0.29246563
C1QC,0.0,0.5848546,0.2924273
LY6G5B,0.0,0.5847514,0.2923757
RP11-805J14.5,0.0,0.58441806,0.29220903
LIMD2,0.0,0.5843079,0.29215395
SAT1,0.0007814363,0.58335567,0.29206854
SARDH,0.0,0.583686,0.291843
MICU1,0.0,0.5836732,0.2918366
KLHL6,0.0,0.5829378,0.2914689
RP11-231D20.2,0.0,0.5829111,0.29145554
FERMT3,0.0,0.5828649,0.29143244
SMAP2,0.0,0.5827555,0.29137775
SIAH2,0.0,0.5826424,0.2913212
RNF187,0.0,0.5825861,0.29129305
PRELID2,0.0,0.5815707,0.29078534
C6orf25,0.0,0.5812301,0.29061505
TFAM,0.0,0.58065975,0.29032987
ACRBP,0.0,0.58032477,0.29016238
PIGU,0.0,0.58003056,0.29001528
MADD,0.0,0.57997924,0.28998962
DUSP10,0.0,0.57984066,0.28992033
ATG7,0.0,0.5798007,0.28990036
CCT7,0.0,0.57973194,0.28986597
HAGH,0.0,0.5796663,0.28983316
CCDC124,0.0,0.5795244,0.2897622
SMIM5,0.0,0.57920504,0.28960252
RWDD4,0.0,0.57902974,0.28951487
PRKAR2B,0.0,0.5789078,0.2894539
TBC1D23,0.0,0.57863224,0.28931612
CD9,0.0,0.5785324,0.2892662
MT-CO2,0.0,0.5785137,0.28925684
NT5M,0.0,0.5783077,0.28915384
POLA1,0.0,0.5782358,0.2891179
PDZK1IP1,0.0,0.5780419,0.28902096
ZNF503,0.0,0.57802844,0.28901422
DNAJC7,0.0,0.5777243,0.28886214
JARID2,0.0,0.5777095,0.28885475
MMP9,0.0,0.57764775,0.28882387
CEACAM4,0.0,0.57759523,0.28879762
CCL4L1,0.0,0.57738304,0.28869152
LGALS3,0.0,0.57731175,0.28865588
CIDEB,0.0,0.5772626,0.2886313
RP11-46H11.12,0.0,0.5771297,0.28856486
LYRM2,0.0,0.5770347,0.28851736
C4orf3,0.0,0.5769335,0.28846675
ISY1,0.0,0.5768519,0.28842595
C14orf80,0.0,0.57684624,0.28842312
ACTN4,0.0,0.5767812,0.2883906
C7orf26,0.0,0.57677525,0.28838763
FAM212A,0.0,0.57599586,0.28799793
IDH3G,0.0,0.57586336,0.28793168
ST20,0.0,0.57581925,0.28790963
NABP1,0.0,0.57570565,0.28785282
LRCH4,0.0,0.5753543,0.28767714
MYBPC3,0.0,0.57528454,0.28764227
SRPR,0.0,0.5751278,0.2875639
ANKRD9,0.0,0.574958,0.287479
ZNF404,0.0,0.5748482,0.2874241
CTSS,0.0,0.5747975,0.28739876
MGMT,0.0,0.5747464,0.2873732
PUM1,0.0,0.57464546,0.28732273
ZNF468,0.0,0.5744504,0.2872252
AIF1,0.0,0.5742043,0.28710216
PSMB8,0.0,0.574152,0.287076
IFI44,0.0,0.5736943,0.28684714
STOML2,0.0,0.5736486,0.2868243
MPST,0.0,0.5735071,0.28675354
C1orf50,0.0,0.5734438,0.2867219
YPEL2,0.0,0.57339275,0.28669637
NFAT5,0.0,0.5733029,0.28665146
CYTH2,0.0,0.57311785,0.28655893
CPSF3L,0.0,0.57311034,0.28655517
KCNK6,0.0,0.5730942,0.2865471
SWAP70,0.0,0.57304007,0.28652003
VPS28,0.0,0.572954,0.286477
SEPT5,0.0,0.57294387,0.28647193
CAMK1D,0.0,0.57277614,0.28638807
RASD1,0.0,0.5726818,0.2863409
RALY,0.0,0.5725747,0.28628734
ZNF397,0.0,0.57251096,0.28625548
LINC01003,0.0,0.57201594,0.28600797
CTBP2,0.0,0.5715163,0.28575814
ZYX,0.0,0.57148653,0.28574327
NAT9,0.0,0.5714858,0.2857429
S100A4,9.0551424e-05,0.5713519,0.2857212
ZNF615,0.0,0.571259,0.2856295
PCGF1,0.0,0.5712433,0.28562164
ALKBH7,0.0,0.5711834,0.2855917
PRDX4,0.0,0.5710418,0.2855209
HLA-DRA,0.0,0.5706813,0.28534064
CA2,0.0,0.5706678,0.2853339
NDUFB8-1,0.0,0.5704952,0.2852476
SURF1,0.0,0.57039416,0.28519708
WDYHV1,0.0,0.57039326,0.28519663
VPS26B,0.0,0.5703394,0.2851697
MSANTD1,0.0,0.5703004,0.2851502
CKS1B,0.0,0.57024777,0.28512388
DDT,0.0,0.5702242,0.2851121
ABHD12,0.0,0.5698028,0.2849014
DDX17,0.0,0.56976616,0.28488308
MCF2L,0.0,0.56965053,0.28482527
PLRG1,0.0,0.5690551,0.28452754
SNX14,0.0,0.5690201,0.28451005
FAM96A,0.0,0.5690147,0.28450736
WARS2,0.0,0.5690109,0.28450546
RPS27A,0.0,0.56884205,0.28442103
ENKUR,0.0,0.56873906,0.28436953
NF1,0.0,0.56856346,0.28428173
FBXO25,0.0,0.56816894,0.28408447
RILPL2,0.0,0.5681501,0.28407505
EID2,0.0,0.56807965,0.28403983
OTUB1,0.0,0.5680524,0.2840262
KCNQ1OT1,0.0,0.56802624,0.28401312
TMEM60,0.0,0.56801265,0.28400633
PTGDR2,0.0,0.5676329,0.28381646
RNF7,0.0,0.56735045,0.28367522
MLEC,0.0,0.5668054,0.2834027
NFE2L2,0.0,0.566674,0.283337
SDPR,0.0,0.5662273,0.28311366
PARP1,0.0,0.5658936,0.2829468
SNAPIN,0.0,0.56560534,0.28280267
LAT2,0.0,0.56514895,0.28257447
WNT5B,0.0,0.56480604,0.28240302
PROK2,0.0,0.5644178,0.2822089
NDUFB10,0.0,0.5641653,0.28208265
CLEC10A,0.0,0.564105,0.2820525
ERBB3,0.0,0.5639064,0.2819532
HMBOX1,0.0,0.56349784,0.28174892
RPN2,0.0,0.56317663,0.28158832
ECHDC1,0.0,0.5631441,0.28157204
CORO7,0.0,0.5628085,0.28140426
RBM5,0.0,0.5627322,0.2813661
GBP1,0.0,0.56224257,0.28112128
MAP3K7CL,0.0,0.5622046,0.2811023
RPS19BP1,0.0,0.5619232,0.2809616
MID1IP1,0.0,0.56173027,0.28086513
PEX16,0.0,0.56131035,0.28065518
CTC-378H22.1,0.0,0.5612459,0.28062296
SMIM12,0.0005541868,0.56064737,0.2806008
YPEL3,0.0,0.5608945,0.28044724
WIBG,0.0,0.56043786,0.28021893
NUDT5,0.0,0.55997413,0.27998707
TMEM9B,0.0,0.55936956,0.27968478
RP11-139H15.1,0.0,0.55899274,0.27949637
FBXW4,0.0,0.5587558,0.2793779
SLC22A4,0.0,0.5586351,0.27931756
ZBP1,0.0,0.558622,0.279311
C10orf25,0.0,0.5586098,0.2793049
BLZF1,0.0,0.55836064,0.27918032
ATP5C1,0.0,0.55817205,0.27908602
RAB38,0.0,0.55816805,0.27908403
ARHGAP19,0.0,0.5580341,0.27901706
MRPL21,0.0,0.55780953,0.27890477
CHPF2,0.0,0.5572426,0.2786213
BRAT1,0.0,0.5572347,0.27861735
ACAP1,0.0,0.5567461,0.27837306
ACTB,0.0,0.5566375,0.27831876
INTS12,0.0,0.5565146,0.2782573
CORO1C,0.0,0.55651057,0.27825528
VAPA,0.0,0.55638885,0.27819443
BCDIN3D,0.0,0.5562094,0.2781047
ZNF263,0.0,0.55614257,0.27807128
PPT1,0.0,0.55550694,0.27775347
TEX2,0.0,0.5554912,0.2777456
TANGO6,0.0,0.5552579,0.27762896
CDC40,0.0,0.5550626,0.2775313
DDX1,0.0,0.5550171,0.27750856
DMAP1,0.0,0.55478245,0.27739123
UBXN1,0.0,0.55452853,0.27726427
AC004257.3,0.0,0.55445755,0.27722877
SETD5,0.0,0.5544375,0.27721876
IL1RAP,0.0,0.5541849,0.27709246
LUC7L,0.0,0.55394435,0.27697217
VTI1B,0.0,0.5539143,0.27695715
GRPEL1,0.0,0.5538452,0.2769226
IQCE,0.0,0.55384094,0.27692047
LTB,0.00025839737,0.5532056,0.276732
FADS1,0.0,0.5534366,0.2767183
LINC00984,0.0,0.5530969,0.27654845
SPG7,0.0,0.55307066,0.27653533
ANAPC4,0.0,0.5530542,0.2765271
TNS1,0.0,0.5529039,0.27645195
C12orf10,0.0,0.5524206,0.2762103
KDM3B,0.0,0.55239856,0.27619928
SIRT6,0.0,0.55238575,0.27619287
KIF3A,0.0,0.5521811,0.27609056
SPARC,0.0,0.55193603,0.27596802
PSMB6,0.0,0.5518212,0.2759106
BAZ2A,0.0,0.55173594,0.27586797
WDR55,0.0,0.5516834,0.2758417
TRIM14,0.0,0.5516381,0.27581906
TAF6L,0.0,0.5516302,0.2758151
CIAPIN1,0.0,0.55154645,0.27577323
RBM25,0.0,0.551419,0.2757095
ATXN10,0.0,0.5513436,0.2756718
CD74,0.0,0.5512151,0.27560756
PLA2G4C,0.0,0.5508306,0.2754153
BRWD1,0.0,0.55076,0.27538
IP6K1,0.0,0.5506837,0.27534184
JKAMP,0.0,0.55067664,0.27533832
RAD23A,0.0,0.55024654,0.27512327
CDA,0.0,0.55005395,0.27502698
RNF213,0.0,0.55000424,0.27500212
UBE2E1,0.0,0.54987806,0.27493903
AC004069.2,0.0,0.5496439,0.27482194
SLC40A1,0.0,0.5496323,0.27481616
LMAN2,0.0,0.549481,0.2747405
IFI30,0.0,0.5492641,0.27463204
SLC27A1,0.0,0.54913324,0.27456662
SNX5,0.0,0.54912233,0.27456117
FAXDC2,0.0,0.54901826,0.27450913
IRF8,0.0,0.54884505,0.27442253
TRAPPC3,0.0,0.54845357,0.27422678
TGOLN2,0.0,0.54842544,0.27421272
RPS3A,0.0,0.54808944,0.27404472
CLU,0.0,0.5478407,0.27392036
RP5-894A10.2,0.0,0.5475943,0.27379715
TIMM10B,0.0,0.54752403,0.27376202
SMARCA4,0.0,0.54738027,0.27369013
ISOC2,0.0,0.54718614,0.27359307
LAMP2,0.0,0.5471025,0.27355126
SPHK1,0.0,0.5470826,0.2735413
DNMT3A,0.0,0.5467813,0.27339065
DENND6A,0.0,0.54675925,0.27337962
DEF6,0.0,0.5466722,0.2733361
SKAP2,0.0,0.5465447,0.27327234
SPG20,0.0,0.5465302,0.2732651
TBCK,0.0,0.54643244,0.27321622
PDK2,0.0,0.54636675,0.27318338
ATP5SL,0.0,0.5462962,0.2731481
UBE2Q1,0.0,0.5462658,0.2731329
OAZ1,0.0,0.54587847,0.27293923
TMED5,0.0,0.54584855,0.27292427
ARG2,0.0,0.5458217,0.27291086
CD47,0.0,0.54564047,0.27282023
PCYT1A,0.0,0.54545057,0.27272528
ZNF747,0.0,0.54530406,0.27265203
LPGAT1,0.0,0.54503345,0.27251673
NAPA-AS1,0.0,0.54479694,0.27239847
C16orf74,0.0,0.5447489,0.27237445
AKAP8,0.0,0.54464906,0.27232453
BMPR2,0.0,0.5445992,0.2722996
C18orf21,0.0,0.544354,0.272177
IFIT1,0.0,0.54423654,0.27211827
